Wiek;Płeć;5 km Czas;Czas
23.0;M;1658.0;7268.0
30.0;M;1706.0;7268.0
50.0;M;1694.0;7269.0
27.0;K;1604.0;7269.0
39.0;M;1673.0;7269.0
;M;1676.0;7269.0
32.0;M;1646.0;7269.0
23.0;M;1590.0;7269.0
51.0;M;1654.0;7270.0
51.0;M;1616.0;7270.0
30.0;M;1514.0;7270.0
32.0;M;1607.0;7271.0
23.0;K;1734.0;7271.0
45.0;M;1675.0;7271.0
33.0;M;1616.0;7272.0
37.0;M;1688.0;7272.0
45.0;M;1510.0;7272.0
45.0;K;1637.0;7273.0
34.0;K;1676.0;7273.0
51.0;M;1532.0;7274.0
38.0;K;1628.0;7275.0
28.0;M;1604.0;7275.0
41.0;M;1718.0;7275.0
41.0;M;1657.0;7275.0
48.0;M;1611.0;7276.0
34.0;M;1621.0;7276.0
59.0;M;1634.0;7276.0
42.0;M;1604.0;7277.0
36.0;K;1740.0;7277.0
29.0;K;1692.0;7278.0
28.0;M;1678.0;7279.0
26.0;M;1679.0;7279.0
38.0;M;1759.0;7280.0
33.0;M;1650.0;7280.0
36.0;M;1677.0;7280.0
34.0;K;1650.0;7280.0
34.0;M;1703.0;7280.0
31.0;K;1616.0;7281.0
38.0;M;1727.0;7281.0
47.0;M;1605.0;7281.0
;M;1633.0;7281.0
61.0;K;1544.0;7282.0
27.0;M;1710.0;7282.0
41.0;K;1711.0;7282.0
46.0;K;1696.0;7282.0
27.0;K;1768.0;7282.0
27.0;K;1610.0;7283.0
40.0;M;1705.0;7283.0
59.0;M;1704.0;7283.0
35.0;K;1695.0;7284.0
35.0;M;1687.0;7285.0
43.0;K;1674.0;7285.0
37.0;K;1624.0;7285.0
32.0;M;1768.0;7285.0
;M;1532.0;7285.0
43.0;M;1664.0;7285.0
44.0;M;1639.0;7285.0
45.0;M;1650.0;7285.0
46.0;K;1643.0;7285.0
49.0;K;1731.0;7285.0
50.0;M;1645.0;7286.0
43.0;M;1636.0;7286.0
30.0;M;1659.0;7288.0
53.0;M;1709.0;7288.0
45.0;M;1651.0;7288.0
48.0;M;1660.0;7288.0
44.0;M;1567.0;7289.0
32.0;K;1666.0;7290.0
45.0;K;1663.0;7290.0
43.0;M;1563.0;7290.0
49.0;M;1563.0;7291.0
52.0;M;1643.0;7291.0
46.0;K;1642.0;7291.0
29.0;M;1657.0;7291.0
32.0;M;1631.0;7292.0
36.0;M;1664.0;7292.0
23.0;M;1510.0;7292.0
65.0;M;1693.0;7292.0
33.0;M;1739.0;7293.0
28.0;K;1647.0;7294.0
31.0;M;1576.0;7294.0
65.0;M;1728.0;7294.0
57.0;M;1542.0;7295.0
35.0;M;1546.0;7295.0
38.0;K;1663.0;7295.0
26.0;M;1620.0;7296.0
52.0;M;1589.0;7297.0
34.0;M;1510.0;7297.0
48.0;K;1601.0;7299.0
41.0;M;1639.0;7299.0
48.0;M;1740.0;7300.0
26.0;M;1694.0;7301.0
48.0;K;1730.0;7301.0
41.0;M;1762.0;7301.0
31.0;M;1514.0;7302.0
26.0;M;1767.0;7303.0
31.0;K;1758.0;7303.0
39.0;M;1740.0;7303.0
48.0;K;1685.0;7303.0
30.0;K;1740.0;7304.0
43.0;M;1647.0;7304.0
39.0;K;1670.0;7305.0
23.0;M;1596.0;7305.0
44.0;K;1668.0;7305.0
53.0;M;1598.0;7305.0
42.0;K;1698.0;7306.0
24.0;K;1620.0;7306.0
;M;1531.0;7306.0
28.0;M;1538.0;7306.0
53.0;M;1339.0;7306.0
20.0;M;1579.0;7306.0
45.0;M;1626.0;7307.0
;M;1631.0;7308.0
;K;1610.0;7308.0
40.0;M;1575.0;7308.0
48.0;M;1670.0;7309.0
37.0;M;1667.0;7309.0
30.0;M;1747.0;7309.0
46.0;K;1492.0;7309.0
25.0;K;1667.0;7310.0
66.0;M;1623.0;7310.0
47.0;M;1686.0;7310.0
27.0;K;1701.0;7311.0
47.0;K;1530.0;7311.0
41.0;K;1630.0;7311.0
26.0;M;1725.0;7312.0
23.0;M;1731.0;7312.0
30.0;M;1731.0;7314.0
30.0;M;1532.0;7314.0
42.0;K;1694.0;7314.0
35.0;M;1689.0;7314.0
33.0;M;1643.0;7314.0
34.0;K;1690.0;7314.0
35.0;M;1696.0;7315.0
29.0;M;1774.0;7315.0
40.0;M;1669.0;7315.0
38.0;M;1747.0;7315.0
42.0;K;1679.0;7315.0
61.0;M;1629.0;7317.0
41.0;M;1731.0;7318.0
43.0;M;1693.0;7318.0
42.0;M;1661.0;7318.0
43.0;M;1676.0;7318.0
32.0;M;1590.0;7319.0
39.0;K;1699.0;7319.0
52.0;K;1689.0;7320.0
33.0;M;1697.0;7320.0
49.0;M;1648.0;7320.0
40.0;M;1639.0;7320.0
54.0;M;1732.0;7321.0
18.0;K;1697.0;7321.0
25.0;K;1731.0;7322.0
52.0;M;1696.0;7322.0
45.0;M;1656.0;7322.0
36.0;M;1640.0;7323.0
51.0;K;1733.0;7323.0
25.0;M;1610.0;7324.0
45.0;M;1657.0;7324.0
42.0;M;1697.0;7324.0
40.0;M;1670.0;7325.0
43.0;M;1717.0;7325.0
20.0;K;1613.0;7325.0
27.0;M;1608.0;7327.0
27.0;K;1662.0;7327.0
39.0;K;1614.0;7328.0
21.0;K;1610.0;7329.0
37.0;M;1668.0;7329.0
50.0;K;1663.0;7329.0
28.0;K;1454.0;7329.0
32.0;M;1778.0;7330.0
26.0;M;1719.0;7330.0
38.0;M;1664.0;7330.0
44.0;K;1750.0;7331.0
32.0;M;1603.0;7331.0
40.0;M;1585.0;7331.0
43.0;K;1615.0;7332.0
30.0;M;1726.0;7332.0
17.0;M;1744.0;7332.0
62.0;M;1613.0;7333.0
42.0;M;1619.0;7333.0
33.0;M;1747.0;7334.0
24.0;M;1744.0;7334.0
27.0;K;1662.0;7334.0
47.0;M;1628.0;7335.0
23.0;K;1694.0;7335.0
63.0;M;1648.0;7335.0
48.0;M;1754.0;7335.0
30.0;M;1665.0;7336.0
47.0;K;1654.0;7337.0
46.0;K;1669.0;7338.0
57.0;M;1606.0;7338.0
29.0;M;1604.0;7338.0
48.0;M;1542.0;7338.0
38.0;M;1681.0;7338.0
38.0;M;1440.0;7338.0
34.0;M;1719.0;7339.0
45.0;K;1651.0;7339.0
38.0;M;1742.0;7340.0
39.0;K;1654.0;7340.0
43.0;M;1682.0;7340.0
47.0;M;1680.0;7340.0
28.0;K;1698.0;7340.0
37.0;K;1652.0;7340.0
;M;1584.0;7340.0
30.0;M;1709.0;7342.0
46.0;M;1708.0;7342.0
31.0;K;1680.0;7342.0
32.0;M;1660.0;7343.0
56.0;M;1664.0;7343.0
22.0;M;1696.0;7343.0
49.0;K;1640.0;7344.0
39.0;M;1668.0;7344.0
25.0;K;1658.0;7345.0
49.0;M;1622.0;7346.0
46.0;M;1557.0;7346.0
49.0;M;1659.0;7346.0
45.0;K;1609.0;7347.0
22.0;M;1708.0;7347.0
44.0;M;1558.0;7348.0
34.0;M;1651.0;7348.0
55.0;M;1615.0;7348.0
38.0;M;1531.0;7348.0
43.0;K;1700.0;7349.0
38.0;M;1706.0;7350.0
33.0;M;1663.0;7351.0
33.0;M;1714.0;7351.0
42.0;M;1642.0;7351.0
34.0;M;1664.0;7351.0
59.0;M;1651.0;7351.0
45.0;M;1644.0;7352.0
29.0;M;1721.0;7352.0
44.0;M;1662.0;7353.0
46.0;K;1640.0;7354.0
33.0;M;1724.0;7354.0
22.0;M;1638.0;7354.0
49.0;M;1631.0;7354.0
60.0;M;1594.0;7354.0
36.0;K;1760.0;7354.0
51.0;M;1642.0;7355.0
39.0;K;1643.0;7355.0
37.0;M;1687.0;7356.0
31.0;M;1874.0;7356.0
39.0;M;1674.0;7357.0
34.0;M;1663.0;7357.0
41.0;M;1680.0;7358.0
38.0;K;1747.0;7358.0
47.0;M;1593.0;7358.0
47.0;K;1763.0;7359.0
46.0;K;1689.0;7359.0
40.0;M;1695.0;7360.0
31.0;K;1702.0;7360.0
31.0;K;1709.0;7360.0
28.0;K;1701.0;7361.0
41.0;M;1642.0;7361.0
32.0;K;1732.0;7361.0
54.0;M;1687.0;7361.0
34.0;M;1703.0;7362.0
40.0;M;1827.0;7362.0
52.0;M;1828.0;7362.0
63.0;M;1644.0;7362.0
28.0;K;1580.0;7362.0
41.0;M;1554.0;7363.0
46.0;K;1600.0;7363.0
59.0;M;1541.0;7363.0
27.0;M;1705.0;7364.0
55.0;K;1548.0;7364.0
35.0;K;1579.0;7365.0
32.0;K;1752.0;7366.0
43.0;M;1691.0;7366.0
35.0;K;1706.0;7366.0
50.0;M;1685.0;7366.0
45.0;M;1682.0;7367.0
26.0;M;1560.0;7367.0
45.0;M;1571.0;7368.0
62.0;M;1591.0;7368.0
25.0;K;1643.0;7368.0
25.0;M;1766.0;7369.0
43.0;M;1646.0;7369.0
42.0;M;1636.0;7370.0
45.0;K;1690.0;7370.0
41.0;M;1536.0;7370.0
44.0;M;1767.0;7372.0
27.0;K;1595.0;7373.0
34.0;M;1623.0;7374.0
42.0;M;1641.0;7374.0
64.0;M;1572.0;7375.0
37.0;M;1780.0;7375.0
50.0;M;1684.0;7375.0
47.0;M;1637.0;7375.0
45.0;M;1656.0;7376.0
35.0;M;1597.0;7377.0
24.0;M;1544.0;7378.0
39.0;K;1664.0;7380.0
44.0;K;1670.0;7380.0
47.0;M;1655.0;7381.0
45.0;M;1664.0;7382.0
45.0;M;1670.0;7383.0
47.0;K;1605.0;7383.0
47.0;K;1667.0;7383.0
46.0;K;1635.0;7384.0
37.0;K;1679.0;7385.0
44.0;K;1657.0;7385.0
37.0;M;1769.0;7385.0
43.0;K;1712.0;7385.0
35.0;M;1652.0;7386.0
32.0;K;1665.0;7386.0
33.0;M;1577.0;7386.0
20.0;M;1818.0;7386.0
31.0;M;1630.0;7387.0
38.0;K;1630.0;7387.0
39.0;M;1612.0;7387.0
45.0;K;1636.0;7387.0
42.0;M;1745.0;7388.0
38.0;M;1720.0;7388.0
37.0;K;1592.0;7388.0
50.0;M;1588.0;7389.0
35.0;K;1721.0;7389.0
64.0;M;1622.0;7390.0
40.0;M;1772.0;7390.0
26.0;M;1510.0;7390.0
34.0;M;1773.0;7391.0
34.0;M;1709.0;7391.0
39.0;M;1707.0;7392.0
34.0;M;1708.0;7392.0
54.0;K;1639.0;7393.0
30.0;M;1631.0;7393.0
45.0;K;1630.0;7394.0
23.0;M;1654.0;7395.0
24.0;K;1561.0;7396.0
43.0;K;1721.0;7396.0
53.0;M;1796.0;7396.0
28.0;M;1712.0;7396.0
60.0;M;1534.0;7396.0
;M;1609.0;7396.0
25.0;M;1650.0;7397.0
45.0;K;1721.0;7397.0
23.0;K;1534.0;7398.0
31.0;K;1621.0;7399.0
40.0;K;1647.0;7399.0
41.0;M;1684.0;7399.0
23.0;M;1625.0;7400.0
31.0;M;1764.0;7401.0
29.0;K;1688.0;7401.0
37.0;M;1637.0;7401.0
51.0;M;1753.0;7403.0
41.0;M;;7403.0
32.0;M;1666.0;7404.0
46.0;M;1682.0;7404.0
35.0;M;1751.0;7404.0
34.0;M;1573.0;7405.0
24.0;M;1582.0;7406.0
65.0;M;1614.0;7406.0
40.0;M;1850.0;7407.0
39.0;M;1727.0;7407.0
50.0;M;1197.0;7407.0
36.0;M;1736.0;7407.0
;K;1721.0;7407.0
37.0;M;1547.0;7408.0
46.0;K;1709.0;7408.0
49.0;K;1744.0;7408.0
44.0;K;1641.0;7408.0
53.0;M;1733.0;7410.0
54.0;K;1667.0;7410.0
45.0;M;1611.0;7410.0
58.0;M;1678.0;7410.0
27.0;M;1697.0;7410.0
55.0;M;1789.0;7410.0
40.0;K;1603.0;7411.0
25.0;M;1869.0;7411.0
27.0;M;1658.0;7411.0
47.0;M;1794.0;7412.0
44.0;K;1636.0;7412.0
39.0;M;1570.0;7412.0
37.0;M;1626.0;7412.0
64.0;M;1782.0;7413.0
47.0;M;1642.0;7413.0
53.0;M;1655.0;7413.0
35.0;M;1675.0;7413.0
33.0;M;1665.0;7414.0
53.0;M;1599.0;7414.0
35.0;K;1591.0;7415.0
47.0;M;1627.0;7415.0
47.0;K;1665.0;7415.0
35.0;K;1696.0;7417.0
39.0;M;1931.0;7418.0
39.0;M;1625.0;7419.0
33.0;M;1721.0;7419.0
41.0;K;1659.0;7420.0
24.0;M;1584.0;7420.0
38.0;M;1694.0;7420.0
36.0;M;1746.0;7420.0
48.0;K;1683.0;7421.0
42.0;M;1720.0;7421.0
65.0;M;1628.0;7422.0
55.0;M;1751.0;7422.0
36.0;M;1685.0;7423.0
28.0;M;1899.0;7424.0
30.0;K;1677.0;7425.0
43.0;K;1794.0;7425.0
34.0;K;1768.0;7426.0
44.0;M;1726.0;7426.0
61.0;M;1664.0;7426.0
33.0;M;1604.0;7427.0
34.0;K;1708.0;7427.0
37.0;K;1699.0;7427.0
33.0;M;1708.0;7428.0
22.0;K;1758.0;7428.0
37.0;M;1773.0;7429.0
46.0;K;1731.0;7430.0
35.0;K;1768.0;7430.0
64.0;M;1590.0;7431.0
24.0;M;1702.0;7431.0
31.0;M;1596.0;7431.0
43.0;K;1637.0;7431.0
23.0;M;1799.0;7431.0
53.0;M;1756.0;7432.0
38.0;M;1640.0;7432.0
47.0;M;1585.0;7432.0
22.0;K;1774.0;7432.0
30.0;M;1711.0;7432.0
51.0;M;1856.0;7432.0
47.0;M;1667.0;7432.0
25.0;M;1684.0;7433.0
62.0;M;1638.0;7433.0
42.0;M;1795.0;7433.0
38.0;M;1583.0;7433.0
45.0;M;1674.0;7433.0
24.0;K;1758.0;7434.0
42.0;M;1684.0;7434.0
31.0;M;1778.0;7435.0
32.0;M;1705.0;7436.0
58.0;M;1619.0;7436.0
30.0;M;1620.0;7437.0
29.0;M;1581.0;7438.0
43.0;M;1792.0;7439.0
44.0;K;1692.0;7439.0
39.0;M;1716.0;7439.0
34.0;K;1800.0;7440.0
61.0;M;1761.0;7440.0
42.0;M;1605.0;7440.0
35.0;M;1718.0;7440.0
37.0;K;1649.0;7442.0
35.0;M;1622.0;7442.0
46.0;M;1684.0;7442.0
;M;1692.0;7443.0
31.0;M;1665.0;7443.0
31.0;K;1770.0;7443.0
39.0;K;1702.0;7444.0
38.0;M;1687.0;7444.0
48.0;K;1702.0;7445.0
23.0;M;1694.0;7445.0
28.0;M;1489.0;7445.0
62.0;M;1727.0;7445.0
35.0;K;1719.0;7445.0
35.0;K;1734.0;7446.0
32.0;M;1598.0;7446.0
33.0;M;1641.0;7447.0
27.0;M;1691.0;7447.0
55.0;M;1599.0;7447.0
38.0;M;1929.0;7447.0
51.0;K;1667.0;7449.0
51.0;M;1751.0;7449.0
27.0;K;1706.0;7449.0
50.0;M;1818.0;7449.0
35.0;M;1723.0;7449.0
40.0;M;1653.0;7449.0
43.0;M;1597.0;7450.0
49.0;M;1695.0;7450.0
41.0;K;1716.0;7450.0
47.0;M;1753.0;7451.0
35.0;M;1722.0;7451.0
32.0;M;1731.0;7451.0
42.0;M;1760.0;7451.0
53.0;M;1723.0;7451.0
54.0;M;1648.0;7452.0
39.0;M;1725.0;7452.0
35.0;M;1707.0;7452.0
54.0;M;1734.0;7453.0
50.0;M;1680.0;7453.0
37.0;M;1703.0;7453.0
42.0;K;1925.0;7454.0
23.0;M;1600.0;7454.0
44.0;K;1734.0;7455.0
56.0;M;1668.0;7456.0
42.0;M;1595.0;7456.0
52.0;M;1553.0;7456.0
29.0;K;1722.0;7456.0
36.0;K;1701.0;7457.0
46.0;M;1654.0;7457.0
28.0;M;1815.0;7457.0
45.0;K;1809.0;7458.0
30.0;K;1713.0;7458.0
38.0;M;1714.0;7459.0
38.0;M;1713.0;7460.0
44.0;M;1684.0;7460.0
45.0;M;1700.0;7461.0
45.0;M;1759.0;7461.0
52.0;K;1677.0;7461.0
40.0;K;1512.0;7461.0
40.0;M;1766.0;7462.0
33.0;M;1769.0;7462.0
27.0;M;1590.0;7462.0
33.0;M;1593.0;7463.0
35.0;K;1638.0;7463.0
49.0;K;1597.0;7464.0
32.0;M;1783.0;7464.0
;K;1634.0;7465.0
46.0;K;1697.0;7465.0
28.0;M;1747.0;7465.0
63.0;M;1758.0;7465.0
41.0;M;1674.0;7466.0
30.0;M;1401.0;7466.0
38.0;M;1768.0;7466.0
54.0;M;1722.0;7467.0
56.0;M;1749.0;7467.0
27.0;M;1637.0;7467.0
43.0;K;1667.0;7467.0
31.0;K;1588.0;7468.0
35.0;K;1651.0;7468.0
41.0;M;1607.0;7468.0
45.0;M;1703.0;7469.0
32.0;K;1628.0;7469.0
30.0;M;1624.0;7469.0
33.0;K;1660.0;7469.0
23.0;K;1715.0;7469.0
51.0;K;1663.0;7470.0
25.0;M;1720.0;7471.0
44.0;M;1725.0;7472.0
46.0;M;1626.0;7472.0
37.0;K;1604.0;7472.0
56.0;M;1690.0;7473.0
60.0;M;1719.0;7473.0
24.0;M;1853.0;7474.0
35.0;M;1725.0;7474.0
28.0;M;2099.0;7475.0
40.0;K;1798.0;7475.0
32.0;M;1718.0;7476.0
44.0;M;1708.0;7476.0
48.0;M;1724.0;7477.0
53.0;M;1663.0;7477.0
59.0;M;1922.0;7477.0
42.0;K;1725.0;7477.0
33.0;K;1726.0;7478.0
44.0;K;1861.0;7478.0
27.0;M;1847.0;7478.0
50.0;M;1682.0;7478.0
51.0;K;1669.0;7479.0
26.0;K;1723.0;7479.0
46.0;K;1725.0;7479.0
41.0;M;1648.0;7480.0
58.0;M;1757.0;7480.0
50.0;M;1752.0;7480.0
48.0;M;1699.0;7481.0
;M;1599.0;7481.0
42.0;M;1638.0;7482.0
23.0;M;1720.0;7482.0
41.0;M;1786.0;7483.0
31.0;M;1687.0;7483.0
50.0;M;1661.0;7483.0
44.0;K;1672.0;7484.0
32.0;K;1639.0;7484.0
37.0;M;1614.0;7484.0
45.0;K;1746.0;7484.0
32.0;K;1778.0;7486.0
52.0;K;1779.0;7487.0
38.0;M;1582.0;7487.0
38.0;M;1775.0;7488.0
39.0;K;1693.0;7488.0
36.0;M;1842.0;7489.0
41.0;K;1669.0;7489.0
46.0;M;1768.0;7489.0
50.0;M;1687.0;7490.0
;M;1587.0;7490.0
37.0;M;1679.0;7491.0
41.0;K;1771.0;7491.0
46.0;M;1655.0;7491.0
36.0;K;1621.0;7491.0
41.0;M;1756.0;7491.0
40.0;M;1489.0;7492.0
29.0;M;1584.0;7494.0
;M;1709.0;7494.0
29.0;M;1658.0;7494.0
43.0;M;1642.0;7495.0
29.0;M;1521.0;7495.0
47.0;K;1640.0;7495.0
48.0;M;1758.0;7496.0
31.0;K;1763.0;7496.0
47.0;M;1724.0;7496.0
35.0;M;1682.0;7497.0
50.0;K;1749.0;7497.0
30.0;M;1666.0;7497.0
45.0;M;1715.0;7497.0
45.0;M;1843.0;7498.0
48.0;M;1698.0;7498.0
40.0;K;1721.0;7498.0
40.0;K;1645.0;7498.0
53.0;M;1724.0;7499.0
45.0;K;1715.0;7499.0
42.0;M;1721.0;7499.0
34.0;M;1740.0;7500.0
43.0;K;1702.0;7500.0
51.0;M;1554.0;7500.0
40.0;M;1727.0;7501.0
41.0;M;1688.0;7502.0
44.0;M;1618.0;7502.0
47.0;M;1562.0;7502.0
45.0;M;1643.0;7503.0
40.0;M;1682.0;7503.0
20.0;K;1609.0;7503.0
40.0;M;1555.0;7506.0
47.0;M;1671.0;7506.0
19.0;M;1613.0;7507.0
22.0;M;1731.0;7508.0
38.0;M;1641.0;7508.0
24.0;K;1582.0;7508.0
33.0;M;1678.0;7509.0
36.0;K;1678.0;7509.0
41.0;K;1617.0;7510.0
30.0;M;1559.0;7510.0
43.0;M;1754.0;7510.0
33.0;M;1694.0;7510.0
30.0;K;1653.0;7510.0
40.0;M;1699.0;7511.0
47.0;K;1602.0;7511.0
42.0;M;1754.0;7511.0
36.0;M;1722.0;7512.0
44.0;K;1722.0;7512.0
42.0;M;1702.0;7513.0
23.0;K;1604.0;7513.0
42.0;M;1583.0;7513.0
36.0;M;1697.0;7514.0
53.0;K;1772.0;7514.0
38.0;M;1724.0;7514.0
25.0;M;1461.0;7514.0
32.0;K;1767.0;7514.0
27.0;K;1822.0;7515.0
23.0;M;1804.0;7515.0
43.0;M;1701.0;7515.0
26.0;M;1564.0;7516.0
21.0;M;1751.0;7516.0
40.0;M;1820.0;7516.0
40.0;M;1721.0;7516.0
39.0;M;1821.0;7517.0
34.0;M;1630.0;7517.0
41.0;M;1727.0;7517.0
;M;1506.0;7517.0
43.0;M;1634.0;7517.0
45.0;K;1864.0;7518.0
36.0;M;1736.0;7518.0
29.0;K;1682.0;7518.0
35.0;M;1628.0;7518.0
39.0;M;1777.0;7518.0
30.0;K;1685.0;7519.0
42.0;K;1668.0;7520.0
30.0;K;1742.0;7520.0
24.0;M;1664.0;7520.0
34.0;M;1656.0;7520.0
47.0;M;1628.0;7520.0
38.0;M;1736.0;7520.0
51.0;M;1653.0;7521.0
21.0;M;1754.0;7521.0
39.0;K;1706.0;7521.0
33.0;K;1663.0;7521.0
38.0;M;1665.0;7521.0
41.0;M;1688.0;7521.0
36.0;M;1641.0;7521.0
35.0;K;1664.0;7522.0
40.0;M;1664.0;7522.0
52.0;M;1648.0;7522.0
46.0;K;1703.0;7522.0
37.0;K;1735.0;7523.0
27.0;M;1618.0;7523.0
44.0;M;1645.0;7523.0
34.0;K;1648.0;7524.0
41.0;K;1714.0;7524.0
49.0;K;1717.0;7524.0
37.0;K;1723.0;7526.0
29.0;K;1736.0;7526.0
37.0;M;1695.0;7527.0
39.0;M;1653.0;7528.0
53.0;M;1759.0;7528.0
42.0;M;1713.0;7528.0
24.0;M;1637.0;7529.0
31.0;M;1644.0;7529.0
33.0;M;1578.0;7530.0
38.0;K;1697.0;7531.0
41.0;M;1873.0;7531.0
45.0;M;1727.0;7531.0
41.0;M;1514.0;7531.0
56.0;M;1821.0;7532.0
45.0;K;1814.0;7532.0
49.0;M;1554.0;7533.0
50.0;M;1816.0;7533.0
62.0;M;1704.0;7533.0
45.0;K;1702.0;7534.0
34.0;M;1705.0;7534.0
42.0;M;1935.0;7534.0
41.0;K;1704.0;7536.0
30.0;M;1640.0;7537.0
38.0;K;1772.0;7537.0
30.0;K;1614.0;7538.0
24.0;M;1680.0;7538.0
45.0;K;1769.0;7538.0
43.0;K;1786.0;7538.0
40.0;K;1786.0;7539.0
32.0;M;1685.0;7539.0
40.0;M;1652.0;7540.0
46.0;K;1826.0;7540.0
43.0;M;1674.0;7540.0
30.0;M;1768.0;7540.0
;M;1566.0;7540.0
53.0;M;1561.0;7540.0
41.0;K;1710.0;7540.0
44.0;M;1738.0;7541.0
42.0;M;1710.0;7541.0
24.0;M;1837.0;7542.0
50.0;M;1645.0;7542.0
32.0;M;1647.0;7542.0
30.0;M;1639.0;7543.0
32.0;K;1757.0;7544.0
51.0;K;1715.0;7545.0
;K;1703.0;7546.0
37.0;M;1683.0;7546.0
52.0;K;1628.0;7546.0
62.0;M;1679.0;7547.0
38.0;M;1623.0;7548.0
;M;1564.0;7548.0
53.0;M;1676.0;7548.0
43.0;M;1618.0;7548.0
34.0;K;1682.0;7549.0
29.0;M;1759.0;7549.0
26.0;K;1753.0;7549.0
31.0;K;1727.0;7550.0
21.0;K;1725.0;7551.0
37.0;M;1876.0;7551.0
;K;1724.0;7552.0
43.0;K;1846.0;7553.0
40.0;M;1685.0;7554.0
57.0;M;1732.0;7554.0
25.0;M;1895.0;7554.0
66.0;M;1689.0;7555.0
32.0;K;1678.0;7555.0
47.0;M;1664.0;7556.0
34.0;M;1721.0;7556.0
67.0;M;1684.0;7557.0
32.0;K;1819.0;7557.0
40.0;M;1671.0;7557.0
;M;1750.0;7557.0
31.0;M;1625.0;7558.0
24.0;M;1682.0;7558.0
29.0;M;1821.0;7559.0
47.0;K;1669.0;7559.0
54.0;M;1563.0;7559.0
24.0;K;1685.0;7560.0
57.0;K;1673.0;7560.0
31.0;K;1675.0;7561.0
65.0;M;1773.0;7561.0
24.0;M;1915.0;7561.0
41.0;M;1629.0;7561.0
40.0;M;1798.0;7562.0
27.0;M;1619.0;7562.0
29.0;K;1583.0;7563.0
42.0;M;1728.0;7563.0
31.0;M;1697.0;7563.0
24.0;K;1865.0;7564.0
49.0;M;1814.0;7564.0
46.0;K;1683.0;7564.0
34.0;K;1819.0;7565.0
40.0;M;1818.0;7565.0
35.0;K;1723.0;7566.0
40.0;M;1740.0;7567.0
27.0;M;1635.0;7568.0
55.0;M;1709.0;7568.0
39.0;M;1664.0;7569.0
37.0;M;1747.0;7570.0
39.0;M;1850.0;7570.0
26.0;M;1858.0;7570.0
50.0;M;1652.0;7570.0
50.0;M;1723.0;7571.0
49.0;M;1576.0;7573.0
55.0;K;1612.0;7574.0
23.0;K;1833.0;7574.0
35.0;K;1675.0;7574.0
45.0;K;1754.0;7574.0
32.0;M;1749.0;7575.0
45.0;M;1660.0;7575.0
42.0;M;1714.0;7575.0
45.0;K;1654.0;7577.0
47.0;M;1652.0;7577.0
25.0;K;1779.0;7578.0
56.0;M;1728.0;7579.0
34.0;M;1616.0;7579.0
47.0;M;1713.0;7579.0
52.0;K;1799.0;7580.0
56.0;M;1703.0;7580.0
28.0;M;1656.0;7580.0
46.0;M;1722.0;7580.0
38.0;M;1623.0;7580.0
45.0;M;1702.0;7581.0
62.0;M;1683.0;7581.0
28.0;K;1661.0;7582.0
63.0;M;1712.0;7583.0
48.0;K;1724.0;7583.0
42.0;M;1657.0;7583.0
42.0;M;1610.0;7583.0
34.0;K;1810.0;7584.0
41.0;K;1668.0;7584.0
43.0;M;1725.0;7584.0
66.0;M;1747.0;7585.0
34.0;M;1789.0;7586.0
31.0;K;1798.0;7586.0
30.0;M;1656.0;7586.0
29.0;M;1688.0;7586.0
23.0;M;1608.0;7587.0
42.0;M;1665.0;7587.0
40.0;K;1868.0;7587.0
26.0;K;1799.0;7587.0
44.0;M;1618.0;7588.0
37.0;M;1691.0;7589.0
38.0;M;1674.0;7589.0
34.0;M;1630.0;7590.0
29.0;K;1655.0;7591.0
30.0;K;1718.0;7591.0
41.0;M;1800.0;7592.0
23.0;M;1635.0;7592.0
38.0;K;1762.0;7592.0
45.0;M;1777.0;7592.0
23.0;K;1633.0;7592.0
43.0;K;1729.0;7593.0
46.0;M;1765.0;7595.0
50.0;K;1738.0;7595.0
44.0;K;1767.0;7595.0
34.0;M;1730.0;7595.0
39.0;M;1665.0;7595.0
30.0;K;1760.0;7595.0
32.0;K;1687.0;7596.0
43.0;M;1857.0;7597.0
43.0;K;1712.0;7597.0
36.0;M;1781.0;7597.0
48.0;K;1710.0;7597.0
19.0;M;1725.0;7598.0
46.0;K;1806.0;7598.0
43.0;K;1713.0;7598.0
30.0;M;1697.0;7598.0
38.0;K;1762.0;7599.0
40.0;K;1719.0;7599.0
47.0;K;1644.0;7599.0
43.0;K;1714.0;7600.0
55.0;M;1772.0;7600.0
63.0;M;1694.0;7601.0
33.0;M;1656.0;7602.0
49.0;M;1761.0;7605.0
39.0;K;1646.0;7606.0
25.0;M;1854.0;7606.0
39.0;M;1715.0;7607.0
49.0;M;1720.0;7607.0
35.0;M;1623.0;7608.0
34.0;K;1581.0;7609.0
28.0;K;1547.0;7609.0
31.0;M;1845.0;7610.0
37.0;K;1700.0;7611.0
30.0;M;1604.0;7612.0
40.0;M;1699.0;7612.0
50.0;M;1570.0;7612.0
46.0;K;1657.0;7613.0
41.0;M;1755.0;7613.0
35.0;M;1729.0;7614.0
44.0;M;1688.0;7614.0
40.0;M;1747.0;7615.0
39.0;K;;7615.0
51.0;K;1724.0;7617.0
39.0;K;1652.0;7617.0
33.0;K;1766.0;7617.0
25.0;M;1821.0;7618.0
43.0;K;1760.0;7618.0
44.0;M;1655.0;7618.0
45.0;M;1688.0;7618.0
