Wiek;Płeć;5 km Czas;Czas
36.0;M;1524.0;7336.0
41.0;M;1675.0;7338.0
58.0;M;1693.0;7338.0
32.0;K;1724.0;7338.0
42.0;M;1636.0;7338.0
43.0;M;1689.0;7339.0
28.0;K;1619.0;7340.0
43.0;M;1572.0;7341.0
45.0;K;1719.0;7341.0
28.0;M;1659.0;7341.0
35.0;M;1701.0;7341.0
35.0;M;1478.0;7341.0
49.0;M;1676.0;7342.0
42.0;M;1691.0;7342.0
25.0;M;1740.0;7342.0
37.0;M;1705.0;7343.0
48.0;M;1716.0;7343.0
52.0;K;1628.0;7344.0
35.0;M;1707.0;7344.0
42.0;M;1681.0;7344.0
40.0;K;1711.0;7344.0
37.0;K;1615.0;7345.0
44.0;M;1741.0;7345.0
32.0;K;1735.0;7345.0
32.0;M;1738.0;7345.0
30.0;M;1657.0;7346.0
45.0;M;1723.0;7346.0
26.0;M;1652.0;7347.0
32.0;M;1691.0;7347.0
35.0;K;1790.0;7347.0
;K;1722.0;7348.0
36.0;K;1770.0;7348.0
31.0;M;1699.0;7349.0
46.0;M;1719.0;7349.0
41.0;K;1826.0;7349.0
41.0;K;1729.0;7349.0
26.0;M;1551.0;7349.0
31.0;M;1598.0;7349.0
33.0;K;1808.0;7350.0
55.0;M;1614.0;7351.0
26.0;K;1714.0;7351.0
41.0;M;1757.0;7351.0
38.0;K;1742.0;7351.0
35.0;M;1711.0;7351.0
44.0;M;1771.0;7352.0
52.0;M;1846.0;7352.0
52.0;M;1713.0;7352.0
40.0;K;1587.0;7352.0
39.0;K;1624.0;7352.0
30.0;K;1726.0;7352.0
43.0;K;1700.0;7353.0
37.0;M;1592.0;7353.0
;K;1743.0;7353.0
51.0;M;1644.0;7353.0
64.0;M;1450.0;7353.0
26.0;M;1797.0;7354.0
32.0;M;1679.0;7354.0
40.0;M;1735.0;7354.0
51.0;M;1809.0;7355.0
42.0;M;1726.0;7355.0
44.0;M;1725.0;7355.0
46.0;M;1689.0;7355.0
45.0;M;1383.0;7356.0
47.0;M;1748.0;7356.0
42.0;K;1758.0;7356.0
47.0;M;1605.0;7357.0
59.0;M;1749.0;7357.0
51.0;M;1766.0;7358.0
53.0;M;1733.0;7358.0
42.0;M;1675.0;7358.0
33.0;M;1743.0;7358.0
33.0;M;1537.0;7360.0
57.0;M;1589.0;7360.0
38.0;K;1794.0;7360.0
;M;1683.0;7360.0
22.0;M;1709.0;7361.0
37.0;M;1795.0;7361.0
49.0;M;1765.0;7362.0
45.0;K;1722.0;7362.0
49.0;M;1685.0;7362.0
52.0;K;1709.0;7362.0
28.0;M;1761.0;7362.0
28.0;K;1694.0;7363.0
27.0;M;1636.0;7363.0
19.0;M;1543.0;7363.0
31.0;M;1523.0;7364.0
28.0;M;1752.0;7364.0
36.0;M;1696.0;7365.0
35.0;M;1713.0;7366.0
54.0;M;1682.0;7366.0
26.0;M;1698.0;7367.0
50.0;K;1747.0;7367.0
27.0;M;1703.0;7367.0
23.0;M;1695.0;7367.0
40.0;M;1732.0;7367.0
34.0;M;1777.0;7368.0
58.0;M;1705.0;7368.0
39.0;M;1420.0;7368.0
25.0;M;1691.0;7369.0
31.0;M;1706.0;7369.0
33.0;K;1720.0;7369.0
38.0;M;1619.0;7369.0
50.0;K;1702.0;7370.0
27.0;M;1715.0;7370.0
40.0;K;1750.0;7370.0
35.0;M;1669.0;7370.0
33.0;M;1624.0;7371.0
24.0;M;1680.0;7371.0
66.0;M;1686.0;7371.0
50.0;K;1645.0;7371.0
38.0;M;1553.0;7372.0
46.0;K;1631.0;7372.0
46.0;M;1627.0;7372.0
31.0;K;1620.0;7373.0
45.0;M;1620.0;7373.0
34.0;M;1731.0;7374.0
62.0;M;1698.0;7374.0
44.0;M;1694.0;7374.0
33.0;M;1689.0;7374.0
39.0;K;1768.0;7375.0
36.0;M;1745.0;7375.0
52.0;M;1733.0;7375.0
39.0;M;1769.0;7375.0
43.0;M;1572.0;7375.0
28.0;M;1688.0;7376.0
50.0;M;1704.0;7376.0
41.0;M;1711.0;7376.0
38.0;K;1673.0;7376.0
25.0;M;1725.0;7377.0
51.0;M;1807.0;7377.0
49.0;K;1770.0;7377.0
35.0;K;1721.0;7377.0
34.0;K;1774.0;7377.0
40.0;K;1600.0;7377.0
22.0;M;1771.0;7378.0
30.0;M;1777.0;7378.0
47.0;M;1673.0;7378.0
23.0;M;1704.0;7378.0
26.0;M;1878.0;7379.0
30.0;M;1733.0;7379.0
48.0;K;1700.0;7379.0
42.0;M;1822.0;7380.0
39.0;K;1700.0;7380.0
38.0;K;1662.0;7380.0
53.0;K;1597.0;7380.0
37.0;K;1770.0;7380.0
44.0;K;1579.0;7380.0
51.0;M;1706.0;7381.0
33.0;M;1758.0;7381.0
30.0;K;1613.0;7382.0
42.0;M;1680.0;7382.0
25.0;M;1683.0;7383.0
40.0;M;1704.0;7383.0
47.0;K;1739.0;7383.0
50.0;K;1645.0;7383.0
28.0;M;1687.0;7383.0
22.0;M;1771.0;7383.0
41.0;M;1703.0;7384.0
27.0;M;1739.0;7384.0
47.0;K;1688.0;7384.0
37.0;K;1640.0;7384.0
27.0;M;1743.0;7384.0
40.0;M;1737.0;7384.0
24.0;M;1578.0;7384.0
52.0;M;1659.0;7385.0
56.0;K;1597.0;7385.0
64.0;M;1788.0;7385.0
38.0;K;1738.0;7386.0
48.0;K;1714.0;7386.0
32.0;M;1796.0;7387.0
32.0;M;1650.0;7388.0
43.0;M;1730.0;7389.0
47.0;M;1687.0;7390.0
35.0;M;1762.0;7390.0
42.0;M;1655.0;7391.0
23.0;M;1837.0;7391.0
35.0;M;1595.0;7391.0
39.0;M;1681.0;7392.0
35.0;M;1737.0;7392.0
35.0;M;1763.0;7392.0
;M;1787.0;7393.0
50.0;M;1636.0;7393.0
44.0;M;1766.0;7394.0
34.0;K;1740.0;7394.0
38.0;K;1766.0;7394.0
;M;1640.0;7395.0
26.0;M;1578.0;7395.0
46.0;K;1690.0;7395.0
43.0;M;1687.0;7395.0
37.0;K;1633.0;7396.0
36.0;K;1660.0;7396.0
60.0;M;1641.0;7396.0
43.0;M;1781.0;7396.0
49.0;M;1666.0;7397.0
44.0;M;1732.0;7397.0
40.0;M;1601.0;7397.0
31.0;M;1794.0;7397.0
50.0;M;1742.0;7398.0
30.0;M;1597.0;7398.0
45.0;M;1697.0;7398.0
35.0;M;1535.0;7398.0
49.0;M;1688.0;7398.0
29.0;M;1599.0;7399.0
36.0;K;1689.0;7399.0
39.0;M;1689.0;7399.0
44.0;K;1748.0;7399.0
47.0;M;1613.0;7400.0
43.0;K;1777.0;7400.0
42.0;M;1812.0;7401.0
;M;1622.0;7402.0
34.0;M;1770.0;7402.0
44.0;K;1764.0;7402.0
44.0;K;1721.0;7403.0
26.0;K;1682.0;7406.0
40.0;M;1755.0;7406.0
36.0;M;1761.0;7407.0
34.0;K;1716.0;7407.0
47.0;M;1732.0;7407.0
38.0;M;1729.0;7408.0
;K;1775.0;7408.0
57.0;M;1827.0;7409.0
27.0;K;1845.0;7410.0
41.0;K;1702.0;7411.0
26.0;K;1719.0;7412.0
35.0;M;1721.0;7412.0
40.0;K;1751.0;7413.0
;K;1797.0;7413.0
26.0;M;1740.0;7414.0
30.0;K;1747.0;7414.0
21.0;M;1720.0;7415.0
44.0;M;1723.0;7415.0
55.0;M;1728.0;7415.0
29.0;M;1716.0;7416.0
43.0;K;1727.0;7416.0
44.0;M;1609.0;7417.0
25.0;M;1791.0;7417.0
33.0;M;1717.0;7417.0
29.0;M;1809.0;7417.0
27.0;K;1885.0;7417.0
50.0;K;1747.0;7417.0
44.0;K;1686.0;7418.0
51.0;M;1642.0;7418.0
35.0;K;1690.0;7418.0
32.0;M;1697.0;7419.0
51.0;K;1797.0;7419.0
27.0;K;1830.0;7419.0
32.0;M;1617.0;7420.0
;M;1877.0;7421.0
43.0;M;1636.0;7421.0
50.0;M;1639.0;7422.0
62.0;M;1793.0;7422.0
33.0;M;1542.0;7422.0
42.0;M;1608.0;7422.0
44.0;M;1674.0;7424.0
31.0;M;1581.0;7424.0
51.0;M;1845.0;7424.0
36.0;M;1797.0;7424.0
36.0;K;1741.0;7425.0
37.0;M;1605.0;7425.0
53.0;M;1766.0;7425.0
49.0;K;1724.0;7425.0
34.0;K;1825.0;7426.0
34.0;K;1691.0;7426.0
51.0;M;1799.0;7426.0
26.0;M;1693.0;7427.0
48.0;M;1873.0;7427.0
33.0;M;1700.0;7428.0
40.0;M;1769.0;7428.0
59.0;M;1757.0;7428.0
47.0;K;1720.0;7429.0
47.0;M;1710.0;7429.0
42.0;M;1613.0;7430.0
49.0;M;1773.0;7430.0
;M;1711.0;7430.0
43.0;M;1573.0;7431.0
34.0;M;1655.0;7431.0
31.0;M;1495.0;7431.0
30.0;M;1671.0;7432.0
;M;1679.0;7432.0
46.0;M;1798.0;7433.0
38.0;M;1573.0;7433.0
41.0;M;1501.0;7433.0
46.0;K;1777.0;7433.0
40.0;M;1679.0;7433.0
48.0;M;1659.0;7433.0
42.0;M;1747.0;7434.0
47.0;K;1682.0;7434.0
39.0;M;1576.0;7434.0
24.0;M;1790.0;7436.0
43.0;K;1655.0;7436.0
39.0;M;1816.0;7436.0
48.0;M;1683.0;7436.0
51.0;M;1700.0;7437.0
43.0;K;1787.0;7437.0
46.0;K;1498.0;7437.0
51.0;M;1760.0;7438.0
20.0;K;1717.0;7438.0
56.0;K;1728.0;7439.0
50.0;M;1638.0;7439.0
36.0;K;1712.0;7439.0
44.0;K;1782.0;7440.0
43.0;M;1631.0;7440.0
41.0;K;1698.0;7440.0
35.0;M;1568.0;7441.0
47.0;K;1734.0;7441.0
37.0;M;1635.0;7442.0
30.0;K;1685.0;7442.0
45.0;M;1555.0;7442.0
34.0;M;1768.0;7443.0
63.0;M;1729.0;7443.0
41.0;M;1765.0;7444.0
41.0;K;1724.0;7444.0
49.0;M;1656.0;7445.0
49.0;M;1693.0;7445.0
42.0;M;1695.0;7446.0
32.0;K;1721.0;7446.0
29.0;K;1748.0;7446.0
47.0;K;1702.0;7447.0
47.0;K;1718.0;7449.0
46.0;M;1683.0;7449.0
23.0;M;1675.0;7449.0
27.0;M;1688.0;7449.0
30.0;M;1585.0;7449.0
28.0;K;1907.0;7449.0
53.0;M;1770.0;7449.0
47.0;K;1719.0;7450.0
32.0;K;1776.0;7450.0
35.0;M;1777.0;7450.0
52.0;K;1640.0;7451.0
;M;1716.0;7451.0
42.0;M;1746.0;7451.0
29.0;M;1829.0;7451.0
;K;1775.0;7451.0
36.0;K;1694.0;7452.0
22.0;M;1850.0;7452.0
35.0;M;1780.0;7452.0
47.0;K;1705.0;7453.0
48.0;M;1641.0;7453.0
30.0;M;1684.0;7453.0
51.0;M;1767.0;7453.0
39.0;M;1707.0;7455.0
32.0;M;1625.0;7455.0
30.0;M;1839.0;7455.0
35.0;M;1652.0;7455.0
;M;1824.0;7456.0
39.0;M;1635.0;7457.0
40.0;M;1592.0;7457.0
36.0;M;1647.0;7457.0
42.0;M;1780.0;7459.0
63.0;M;1655.0;7460.0
;K;1669.0;7460.0
46.0;K;1722.0;7460.0
65.0;M;1654.0;7460.0
45.0;K;1748.0;7460.0
59.0;M;1604.0;7461.0
44.0;K;1704.0;7461.0
29.0;M;1886.0;7462.0
22.0;K;1702.0;7463.0
49.0;M;1667.0;7463.0
30.0;K;1684.0;7464.0
19.0;M;1700.0;7464.0
23.0;K;1783.0;7465.0
64.0;M;1796.0;7465.0
40.0;M;1686.0;7466.0
46.0;M;1741.0;7466.0
52.0;K;1705.0;7466.0
55.0;M;1697.0;7466.0
46.0;K;1783.0;7466.0
43.0;M;1683.0;7467.0
52.0;M;1722.0;7467.0
43.0;K;1809.0;7468.0
48.0;M;1688.0;7470.0
27.0;M;1700.0;7470.0
37.0;K;1696.0;7471.0
23.0;K;1680.0;7471.0
40.0;M;1702.0;7471.0
29.0;M;1566.0;7471.0
43.0;M;1715.0;7471.0
38.0;M;1729.0;7471.0
50.0;M;1708.0;7473.0
24.0;M;1772.0;7475.0
54.0;M;1696.0;7475.0
50.0;M;1645.0;7476.0
44.0;K;1694.0;7476.0
38.0;M;1652.0;7476.0
43.0;M;1603.0;7477.0
29.0;K;1795.0;7477.0
23.0;M;1727.0;7478.0
40.0;M;1704.0;7478.0
46.0;M;1772.0;7478.0
31.0;M;1742.0;7478.0
55.0;K;1736.0;7479.0
49.0;K;1711.0;7479.0
38.0;M;1838.0;7479.0
38.0;M;1712.0;7480.0
59.0;K;1726.0;7480.0
24.0;M;1705.0;7480.0
;K;1718.0;7480.0
41.0;M;1701.0;7481.0
34.0;M;1692.0;7481.0
39.0;K;1758.0;7481.0
28.0;K;1773.0;7481.0
26.0;M;1692.0;7482.0
41.0;M;1812.0;7482.0
41.0;K;1702.0;7482.0
43.0;K;1707.0;7482.0
19.0;M;1811.0;7482.0
43.0;M;1809.0;7483.0
55.0;K;1797.0;7483.0
38.0;M;1519.0;7483.0
47.0;M;1663.0;7483.0
34.0;K;1684.0;7484.0
34.0;M;1920.0;7484.0
38.0;M;1771.0;7484.0
54.0;M;1610.0;7484.0
24.0;M;1740.0;7485.0
36.0;M;1788.0;7485.0
28.0;M;1709.0;7486.0
40.0;K;1674.0;7486.0
41.0;K;1744.0;7486.0
35.0;M;1736.0;7487.0
28.0;M;1724.0;7487.0
47.0;M;1626.0;7488.0
;M;1743.0;7488.0
51.0;K;1771.0;7488.0
34.0;M;1698.0;7489.0
49.0;M;1781.0;7489.0
37.0;K;1755.0;7490.0
40.0;M;1748.0;7490.0
31.0;M;1767.0;7490.0
44.0;M;1706.0;7490.0
34.0;M;1682.0;7490.0
51.0;M;1809.0;7491.0
41.0;M;1662.0;7491.0
48.0;M;1640.0;7492.0
50.0;M;1782.0;7492.0
33.0;M;1583.0;7492.0
48.0;M;1766.0;7493.0
38.0;M;1633.0;7493.0
39.0;K;1595.0;7494.0
43.0;M;1595.0;7494.0
28.0;M;1608.0;7494.0
42.0;M;1803.0;7494.0
31.0;K;1702.0;7495.0
44.0;K;1755.0;7496.0
54.0;M;1806.0;7496.0
48.0;M;1770.0;7496.0
49.0;M;1744.0;7497.0
34.0;M;1746.0;7497.0
29.0;M;1501.0;7497.0
35.0;M;1773.0;7498.0
27.0;M;1798.0;7498.0
32.0;M;1633.0;7498.0
50.0;M;1645.0;7498.0
36.0;M;1718.0;7498.0
48.0;M;1757.0;7498.0
64.0;M;1752.0;7498.0
36.0;M;1801.0;7499.0
;K;1805.0;7499.0
24.0;M;1646.0;7499.0
40.0;M;1731.0;7500.0
48.0;M;1667.0;7501.0
42.0;K;1750.0;7501.0
37.0;M;1815.0;7502.0
40.0;M;1701.0;7502.0
36.0;M;1522.0;7502.0
45.0;K;1845.0;7502.0
29.0;K;1745.0;7502.0
37.0;M;1708.0;7503.0
34.0;M;1801.0;7503.0
34.0;M;1820.0;7503.0
46.0;M;1616.0;7504.0
25.0;M;1792.0;7504.0
24.0;M;1726.0;7504.0
52.0;M;1839.0;7504.0
26.0;K;1714.0;7505.0
29.0;K;1806.0;7505.0
42.0;M;1788.0;7506.0
32.0;K;1687.0;7506.0
49.0;M;1729.0;7508.0
45.0;K;1718.0;7508.0
35.0;M;1598.0;7508.0
50.0;M;1677.0;7508.0
51.0;K;1596.0;7509.0
56.0;M;1679.0;7509.0
36.0;K;1677.0;7509.0
31.0;M;1637.0;7510.0
40.0;K;1693.0;7510.0
23.0;K;1725.0;7510.0
37.0;K;1732.0;7511.0
31.0;M;1750.0;7511.0
47.0;M;1736.0;7511.0
39.0;K;1670.0;7511.0
42.0;K;1641.0;7512.0
42.0;M;1682.0;7512.0
31.0;K;1755.0;7512.0
43.0;M;1813.0;7512.0
66.0;M;1715.0;7512.0
40.0;K;1697.0;7513.0
25.0;K;1777.0;7513.0
46.0;M;1642.0;7513.0
20.0;K;1781.0;7513.0
24.0;M;1728.0;7513.0
36.0;M;1689.0;7513.0
;M;1724.0;7513.0
;K;1741.0;7514.0
38.0;M;1629.0;7514.0
48.0;M;1377.0;7515.0
44.0;M;1781.0;7515.0
63.0;M;1681.0;7515.0
38.0;M;1682.0;7515.0
45.0;M;1694.0;7515.0
44.0;M;1703.0;7515.0
43.0;M;1761.0;7516.0
33.0;M;1721.0;7516.0
41.0;M;1739.0;7517.0
30.0;M;1684.0;7517.0
31.0;K;1621.0;7517.0
54.0;M;1731.0;7517.0
;K;1789.0;7518.0
42.0;M;1724.0;7518.0
45.0;M;1792.0;7519.0
30.0;K;1767.0;7519.0
46.0;M;1700.0;7519.0
47.0;M;1662.0;7520.0
29.0;K;1707.0;7520.0
37.0;M;1807.0;7521.0
31.0;M;1689.0;7521.0
26.0;K;1576.0;7521.0
;M;1648.0;7521.0
36.0;K;1692.0;7521.0
25.0;K;1807.0;7521.0
26.0;M;1747.0;7521.0
37.0;K;1668.0;7522.0
33.0;M;1708.0;7522.0
42.0;K;1770.0;7522.0
50.0;K;1698.0;7525.0
29.0;K;1684.0;7525.0
27.0;M;1700.0;7525.0
25.0;K;1733.0;7525.0
31.0;K;1755.0;7525.0
41.0;M;1742.0;7525.0
49.0;M;1735.0;7525.0
30.0;M;1691.0;7526.0
21.0;M;1697.0;7527.0
48.0;M;1712.0;7527.0
35.0;M;1854.0;7527.0
45.0;M;1636.0;7527.0
32.0;M;1831.0;7527.0
33.0;M;1679.0;7527.0
32.0;M;1611.0;7527.0
36.0;M;1721.0;7528.0
44.0;K;1741.0;7528.0
26.0;M;1613.0;7528.0
46.0;M;1695.0;7528.0
26.0;K;1720.0;7528.0
51.0;M;1701.0;7528.0
;M;1702.0;7528.0
52.0;M;1756.0;7529.0
19.0;M;1803.0;7529.0
32.0;K;1789.0;7529.0
;M;1804.0;7529.0
;K;1716.0;7529.0
46.0;M;1809.0;7529.0
41.0;M;1633.0;7529.0
47.0;M;1783.0;7530.0
32.0;M;1790.0;7531.0
36.0;M;1686.0;7531.0
32.0;K;1739.0;7531.0
43.0;M;1642.0;7532.0
55.0;M;1767.0;7532.0
37.0;K;1749.0;7532.0
51.0;M;1879.0;7533.0
48.0;M;1483.0;7533.0
40.0;M;1642.0;7533.0
45.0;K;1661.0;7533.0
58.0;M;1649.0;7533.0
51.0;M;1898.0;7533.0
47.0;K;1723.0;7533.0
38.0;M;1720.0;7533.0
;M;1819.0;7533.0
39.0;M;1655.0;7534.0
65.0;K;1688.0;7534.0
43.0;M;1639.0;7534.0
54.0;M;1768.0;7534.0
21.0;K;1914.0;7534.0
35.0;K;1770.0;7534.0
49.0;M;1748.0;7535.0
53.0;M;1787.0;7535.0
49.0;K;1777.0;7535.0
66.0;M;1789.0;7535.0
;M;1811.0;7535.0
34.0;M;1756.0;7536.0
37.0;M;1680.0;7536.0
60.0;M;1809.0;7537.0
37.0;K;1592.0;7538.0
60.0;M;1703.0;7538.0
44.0;K;1761.0;7539.0
35.0;K;1724.0;7539.0
36.0;M;1734.0;7540.0
31.0;M;1708.0;7540.0
58.0;M;1744.0;7540.0
35.0;M;1824.0;7540.0
25.0;K;1752.0;7540.0
42.0;M;1591.0;7540.0
33.0;K;1802.0;7541.0
34.0;K;1812.0;7542.0
27.0;K;1788.0;7543.0
39.0;M;1812.0;7543.0
35.0;M;1878.0;7544.0
27.0;M;1788.0;7544.0
39.0;K;1625.0;7544.0
26.0;M;1748.0;7544.0
27.0;K;1821.0;7545.0
47.0;M;1669.0;7545.0
41.0;M;1622.0;7545.0
34.0;K;1815.0;7546.0
40.0;M;1706.0;7547.0
37.0;K;1757.0;7547.0
39.0;K;1699.0;7547.0
33.0;M;1788.0;7547.0
33.0;K;1817.0;7547.0
34.0;K;1736.0;7547.0
28.0;K;1715.0;7547.0
33.0;K;1842.0;7548.0
32.0;K;1681.0;7548.0
29.0;K;1854.0;7548.0
38.0;M;1682.0;7548.0
33.0;K;1744.0;7548.0
56.0;M;1690.0;7548.0
53.0;M;1610.0;7549.0
51.0;M;1902.0;7549.0
31.0;M;1692.0;7549.0
31.0;M;1658.0;7549.0
51.0;M;1609.0;7549.0
32.0;M;1707.0;7550.0
46.0;K;1742.0;7550.0
20.0;M;1797.0;7550.0
39.0;M;1802.0;7551.0
34.0;K;1738.0;7552.0
44.0;K;1694.0;7552.0
27.0;K;1754.0;7552.0
40.0;M;1695.0;7553.0
44.0;K;1724.0;7553.0
46.0;K;1696.0;7553.0
38.0;M;1564.0;7554.0
30.0;K;1792.0;7554.0
38.0;K;1673.0;7554.0
34.0;M;1751.0;7554.0
30.0;K;1546.0;7554.0
66.0;M;1562.0;7555.0
43.0;K;1752.0;7555.0
38.0;M;1717.0;7556.0
47.0;K;1691.0;7556.0
38.0;K;1620.0;7556.0
33.0;K;1779.0;7557.0
43.0;M;1830.0;7557.0
41.0;M;1617.0;7557.0
50.0;K;1706.0;7557.0
47.0;K;1742.0;7557.0
43.0;M;1835.0;7557.0
53.0;K;1689.0;7557.0
41.0;K;1747.0;7557.0
24.0;M;1409.0;7558.0
24.0;M;1807.0;7558.0
43.0;M;1795.0;7558.0
32.0;K;1689.0;7558.0
40.0;M;1745.0;7559.0
;K;1690.0;7559.0
37.0;M;1701.0;7559.0
31.0;M;1690.0;7559.0
42.0;M;1778.0;7560.0
23.0;M;1656.0;7560.0
35.0;K;1701.0;7560.0
53.0;M;1671.0;7560.0
51.0;M;1808.0;7560.0
45.0;M;1715.0;7561.0
38.0;M;1681.0;7561.0
33.0;M;1856.0;7561.0
46.0;M;1686.0;7561.0
;M;1544.0;7562.0
28.0;M;1928.0;7563.0
42.0;M;1623.0;7563.0
31.0;M;1794.0;7563.0
29.0;M;1730.0;7563.0
30.0;K;1688.0;7563.0
51.0;M;1652.0;7564.0
27.0;M;1546.0;7564.0
28.0;M;1838.0;7564.0
23.0;M;1596.0;7565.0
25.0;M;1677.0;7565.0
58.0;M;1693.0;7565.0
44.0;K;1870.0;7565.0
;M;1846.0;7566.0
40.0;M;1774.0;7566.0
56.0;M;1667.0;7566.0
38.0;K;1739.0;7567.0
19.0;M;1752.0;7567.0
59.0;M;1775.0;7567.0
47.0;M;1620.0;7568.0
46.0;K;1726.0;7568.0
43.0;M;1805.0;7569.0
59.0;K;1809.0;7569.0
28.0;M;1869.0;7569.0
30.0;M;1702.0;7570.0
38.0;K;1894.0;7570.0
31.0;K;1702.0;7570.0
35.0;M;1753.0;7571.0
54.0;K;1735.0;7571.0
46.0;K;1716.0;7571.0
49.0;K;1730.0;7571.0
39.0;K;1713.0;7571.0
45.0;M;1623.0;7571.0
46.0;M;1729.0;7572.0
26.0;M;1976.0;7572.0
32.0;M;1754.0;7572.0
29.0;M;1696.0;7572.0
31.0;K;1731.0;7572.0
25.0;M;1552.0;7572.0
39.0;K;1804.0;7572.0
38.0;M;1691.0;7572.0
43.0;M;1663.0;7575.0
48.0;M;1838.0;7575.0
45.0;M;1730.0;7575.0
53.0;K;1782.0;7577.0
38.0;K;1855.0;7577.0
23.0;K;1763.0;7577.0
30.0;M;1792.0;7578.0
26.0;K;1756.0;7578.0
57.0;M;1846.0;7579.0
33.0;M;1695.0;7579.0
32.0;M;1720.0;7579.0
43.0;M;1778.0;7579.0
31.0;K;1781.0;7579.0
27.0;K;1696.0;7579.0
21.0;M;1689.0;7579.0
30.0;M;1796.0;7580.0
30.0;M;1797.0;7580.0
23.0;M;1845.0;7580.0
32.0;M;1827.0;7580.0
40.0;K;1808.0;7580.0
22.0;K;1846.0;7581.0
54.0;M;1706.0;7581.0
46.0;M;1713.0;7582.0
47.0;M;1727.0;7582.0
29.0;M;1831.0;7583.0
19.0;M;1800.0;7583.0
46.0;M;1705.0;7583.0
30.0;K;1677.0;7583.0
43.0;M;1838.0;7583.0
67.0;M;1839.0;7583.0
32.0;K;1843.0;7584.0
28.0;K;1599.0;7585.0
39.0;K;1776.0;7585.0
51.0;M;1812.0;7585.0
45.0;M;1825.0;7586.0
46.0;M;1732.0;7586.0
45.0;M;1856.0;7586.0
28.0;M;1763.0;7586.0
25.0;M;1477.0;7586.0
29.0;K;1746.0;7587.0
32.0;M;1697.0;7588.0
59.0;M;1689.0;7589.0
;M;1738.0;7589.0
45.0;M;1755.0;7590.0
26.0;M;1786.0;7590.0
41.0;M;1774.0;7591.0
32.0;K;1793.0;7591.0
34.0;M;1713.0;7592.0
35.0;M;1985.0;7592.0
20.0;M;1555.0;7592.0
31.0;K;1868.0;7592.0
43.0;M;1742.0;7593.0
50.0;K;1722.0;7594.0
36.0;M;1831.0;7594.0
63.0;K;1828.0;7594.0
29.0;K;1799.0;7594.0
38.0;M;1778.0;7596.0
34.0;M;1753.0;7596.0
39.0;K;1759.0;7597.0
39.0;K;1746.0;7598.0
46.0;K;1756.0;7598.0
41.0;M;1747.0;7598.0
42.0;M;1813.0;7599.0
23.0;M;1840.0;7599.0
46.0;M;1757.0;7599.0
36.0;M;1603.0;7599.0
42.0;M;1700.0;7600.0
35.0;M;1685.0;7600.0
35.0;K;1715.0;7600.0
27.0;M;1725.0;7601.0
23.0;K;2017.0;7601.0
34.0;M;1717.0;7601.0
41.0;M;1722.0;7602.0
38.0;K;1705.0;7602.0
28.0;K;1663.0;7602.0
23.0;K;1993.0;7602.0
20.0;K;1620.0;7602.0
64.0;M;1717.0;7602.0
41.0;M;1836.0;7602.0
45.0;K;1827.0;7603.0
61.0;K;1829.0;7604.0
30.0;K;1825.0;7605.0
45.0;M;1721.0;7605.0
61.0;M;1831.0;7605.0
52.0;K;1732.0;7606.0
54.0;M;1712.0;7606.0
48.0;K;1818.0;7606.0
46.0;M;1819.0;7606.0
39.0;M;1828.0;7607.0
32.0;M;1653.0;7607.0
25.0;M;1481.0;7607.0
25.0;M;1721.0;7607.0
41.0;M;1837.0;7608.0
25.0;M;1721.0;7608.0
41.0;K;1606.0;7608.0
44.0;M;1770.0;7608.0
25.0;K;1626.0;7609.0
49.0;M;1812.0;7609.0
24.0;K;1674.0;7609.0
60.0;M;1700.0;7609.0
38.0;M;1871.0;7609.0
25.0;K;1732.0;7609.0
40.0;M;1703.0;7610.0
39.0;M;1791.0;7610.0
46.0;K;1814.0;7611.0
;K;1646.0;7611.0
54.0;M;1787.0;7611.0
66.0;M;1812.0;7611.0
53.0;M;1746.0;7612.0
33.0;M;1795.0;7612.0
27.0;M;1756.0;7613.0
28.0;K;1929.0;7613.0
32.0;M;1600.0;7613.0
24.0;K;1686.0;7614.0
46.0;K;1676.0;7614.0
50.0;M;1811.0;7614.0
40.0;M;1620.0;7614.0
36.0;K;1764.0;7615.0
35.0;K;1680.0;7615.0
44.0;M;1601.0;7615.0
29.0;K;1633.0;7615.0
32.0;M;1632.0;7616.0
42.0;M;1616.0;7616.0
25.0;K;1779.0;7616.0
48.0;K;1810.0;7616.0
30.0;M;1694.0;7616.0
24.0;M;1731.0;7616.0
27.0;K;1789.0;7617.0
32.0;K;1733.0;7617.0
67.0;M;1828.0;7617.0
25.0;M;1767.0;7618.0
27.0;M;1890.0;7618.0
37.0;K;1795.0;7618.0
45.0;M;1823.0;7618.0
50.0;M;1692.0;7618.0
48.0;M;1734.0;7618.0
27.0;M;1693.0;7619.0
37.0;K;1823.0;7619.0
27.0;M;1891.0;7619.0
25.0;K;1833.0;7619.0
41.0;M;1797.0;7620.0
37.0;M;1691.0;7620.0
44.0;M;1728.0;7621.0
35.0;K;1652.0;7621.0
48.0;M;1770.0;7621.0
35.0;M;1579.0;7622.0
32.0;M;1784.0;7622.0
58.0;M;1645.0;7622.0
48.0;M;1692.0;7622.0
60.0;M;1891.0;7622.0
40.0;M;1701.0;7623.0
40.0;K;1702.0;7623.0
27.0;K;1688.0;7623.0
35.0;K;1690.0;7623.0
33.0;M;1754.0;7624.0
50.0;M;1773.0;7624.0
48.0;M;1605.0;7625.0
38.0;M;1885.0;7625.0
